"Name","Team","Ht","GP","MINS","OPPM","DPPM","PPM","PTS","ORB","DRB","AST","STL","BLK","TOV","PF","RIMA","RIM.","MIDA","MID.","TPA","TP.","FTA","FT.","TS.","eFG."
"Tanner O'Grady","Robert Morris","6-0",6,12.634,-4.5,-0.8,-5.3,12,0,0,7.2,7.2,0,2.4,7.2,2.4,1,2.4,0,2.4,1,9.6,0,0.51,0.833
"Peyton Frey","Stony Brook","6-6",9,10.949,-4.4,-0.9,-5.3,26.1,7.8,2.6,0,0,0,0,7.8,13,0.8,2.6,0,0,0,5.2,1,0.719,0.667
"Klemen Vuga","Monmouth","6-9",32,288.215,-4.8,-0.5,-5.3,8.6,2.6,3.1,1.1,1,1.5,1.9,6.1,7.1,0.333,1.5,0.333,0.3,0,4.4,0.657,0.394,0.324
"Tylen Riley","California Baptist","6-3",25,221.316,-4.5,-0.8,-5.3,8.9,0.3,4.1,2.7,0.5,0.3,2.1,4.4,4.4,0.393,1.7,0.364,4.8,0.167,2.7,0.647,0.363,0.326
"Michael Wilson","Sacramento St.","6-2",15,135.251,-4,-1.3,-5.3,5.5,0.3,3.8,3.2,0.6,0.9,2.9,3.2,2,0.571,0.3,0,4,0.214,1.4,0.4,0.39,0.386
"Shawn Phillips Jr.","Arizona St.","7-0",24,347.016,-4.4,-0.9,-5.3,12.8,2.5,5.2,0.9,0.9,2.5,2.7,6.6,7.8,0.662,2.2,0.174,0,0,3.4,0.486,0.548,0.553
"Syrus Grisby","Prairie View","6-8",6,55.634,-5.5,0.2,-5.3,0.6,2.4,3.1,1.8,1.2,1.8,1.2,8.6,3.1,0,1.2,0,0,0,1.2,0.5,0.063,0
"Raziel Hayun","Manhattan","6-4",9,45.834,-4.9,-0.4,-5.3,11.1,0.7,3.7,0.7,0.7,0,0.7,3,4.4,0.5,0.7,0,5.9,0.25,3,0.75,0.444,0.4
"Jack Wistrcill","Northern Ariz.","6-8",1,6.783,-4.5,-0.8,-5.3,10,0,5,5,0,0,0,0,0,0,0,0,10,0,10,1,0.339,0
"Abramo Canka","Wake Forest","6-7",15,47.551,-4.2,-1.2,-5.4,5,2.1,0.7,0.7,0,0,2.1,2.9,3.6,0.4,0.7,0,3.6,0.2,0,0,0.318,0.318
"Ari Seals","Tulsa","6-3",9,19.967,-5.1,-0.3,-5.4,3.2,0,3.2,1.6,0,0,1.6,4.9,0,0,0,0,0,0,3.2,1,1.053,0
"Anthony Selden","Rice","6-6",28,450.783,-3.5,-1.9,-5.4,12.3,1.8,3.5,1.1,0.9,1.5,2.3,3.9,5.4,0.529,2.4,0.355,2.5,0.25,4.6,0.655,0.492,0.45
"Brandon Stone","Delaware St.","6-11",8,121.367,-4.2,-1.2,-5.4,11.1,1.6,2.6,0.8,1.1,0.3,2.9,2.6,4.5,0.588,4.2,0.312,3.4,0.154,1.8,0.857,0.426,0.391
"Joey Chammaa","San Diego","5-11",6,18.817,-4.3,-1.1,-5.4,20.9,0,0,0,0,0,2.8,8.4,0,0,1.4,1,7,0.8,2.8,0.5,1.079,1.167
"Brock Matheny","Davidson","5-10",4,1.849,-5.3,-0.1,-5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fiston Ipassou","Northern Ky.","6-5",14,61.15,-4.4,-1,-5.4,5,1.7,3.9,0,1.1,0,1.1,3.3,1.7,0,0,0,2.8,0.4,2.8,0.6,0.434,0.375
"Charlie Miller","UNI","6-0",6,4.833,-4.6,-0.8,-5.4,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0
"Biko Johnson","Omaha","6-2",16,180.132,-4.2,-1.2,-5.4,10.2,0.6,3.6,2.8,1.9,0,4.5,4.9,2.8,0.4,1.7,0,3.4,0.389,5.6,0.7,0.48,0.393
"Darrell Reed","Alabama St.","6-8",18,223.735,-4.7,-0.7,-5.4,7.1,3.5,3.5,0.5,0.6,1.9,1.9,5.6,4.3,0.536,2,0.231,0.2,0,2.8,0.556,0.455,0.429
"Emmanuel Dowuona","Tennessee St.","6-10",18,153.865,-4.4,-1,-5.4,7,1.6,3.6,0.9,0.5,0,2.3,7.5,3,0.538,0.7,0.667,0,0,4.5,0.65,0.608,0.562
"James Graham","Buffalo","6-7",11,192.734,-4.9,-0.5,-5.4,5.3,0.2,4.5,1.5,0,0.9,1.6,2.4,0.7,0.75,2.5,0.143,5.5,0.167,0.9,0.8,0.288,0.26
"Berke Arslan","George Mason","6-3",3,2.633,-5,-0.4,-5.4,0,0,15,0,0,0,15,15,15,0,15,0,0,0,0,0,0,0
"Bruce Kanno","Stetson","-",8,31.483,-4.1,-1.3,-5.4,4.2,1.1,3.2,1.1,1.1,0,1.1,7.4,5.3,0.4,0,0,0,0,2.1,0,0.336,0.4
"Carlos Lopez","Saint Francis (PA)","6-2",25,694.75,-2,-3.4,-5.4,12.8,0.4,1.5,2.2,0.9,0.1,3,2.3,3.2,0.508,1.2,0.417,6.5,0.336,2.7,0.717,0.523,0.495
"Gora Niang","Jacksonville St.","6-7",10,27.567,-4.9,-0.5,-5.4,7.9,2.3,3.4,2.3,0,0,2.3,5.7,2.3,0.5,1.1,0,4.5,0.25,6.8,0.333,0.355,0.357
"Kyle LeGreair","Detroit Mercy","6-1",31,681.634,-4.1,-1.3,-5.4,2.2,1.1,2.3,2.1,1.4,0.1,1.3,2.4,1.1,0.5,0.3,0.167,0.4,0.25,0.9,0.706,0.476,0.417
"Jaren Marshall","A&M-Corpus Christi","6-1",3,10.266,-5.2,-0.2,-5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeffrey Yan","Long Beach St.","6-9",9,9.7,-4.9,-0.5,-5.4,8.2,5.5,5.5,0,0,2.7,0,0,5.5,0.5,0,0,0,0,5.5,0.5,0.508,0.5
"Dean Wang","Drexel","6-1",3,2.333,-5,-0.4,-5.4,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
"Fletcher Boatright","Murray St.","6-4",5,2.501,-4.8,-0.6,-5.4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"Connor Dick","Montana","6-3",15,14.533,-4.5,-0.9,-5.4,4.1,4.1,4.1,2.1,0,2.1,4.1,2.1,4.1,0.5,4.1,0,2.1,0,2.1,0,0.183,0.2
"Tasman Goodrick","California Baptist","6-10",7,30.6,-4.8,-0.6,-5.4,3.6,3.6,2.4,0,0,1.2,1.2,3.6,6,0.2,0,0,0,0,2.4,0.5,0.252,0.2
"Marcus Glover","UIW","6-8",25,375.569,-4.7,-0.7,-5.4,5.9,2.2,4.3,0.5,0.9,0.8,2.5,5.9,3.4,0.632,0.3,0.333,0,0,2.8,0.484,0.583,0.61
"Logan Bourgeois","East Carolina","6-1",9,20.75,-4.5,-0.9,-5.4,10.6,0,1.8,0,0,0,0,5.3,0,0,1.8,0,10.6,0.333,0,0,0.429,0.429
"Tanner Te Slaa","South Dakota St.","6-5",12,45.617,-4.7,-0.7,-5.4,4.3,0.7,7.2,1.4,0.7,0.7,2.9,2.9,0,0,0.7,0,5.1,0.286,0,0,0.375,0.375
"Rob Banks","Tex. A&M-Commerce","6-5",13,116.767,-3.9,-1.5,-5.4,5.2,1.8,0.9,0.9,1.2,0,1.8,5.5,1.8,0.667,0.6,0,0.6,0.5,2.4,0.75,0.616,0.55
"Micah Schnyders","Eastern Mich.","6-4",13,67.749,-4.5,-0.9,-5.4,4.8,0,2.7,2.1,0,0.5,2.1,0,1.1,0,2.1,0.75,2.7,0.2,0,0,0.409,0.409
"Luke Stansbury","SFA","6-2",4,5.717,-5.5,0.1,-5.4,12.9,0,0,0,4.3,0,4.3,8.6,0,0,0,0,4.3,1,0,0,1.5,1.5
"Malik Olafioye","Kansas City","6-2",6,18.934,-5.4,0,-5.4,5.6,0,7.5,3.8,5.6,0,3.8,3.8,3.8,0.5,3.8,0,3.8,0,3.8,0.5,0.216,0.167
"Nick Hittle","Southern Ind.","6-10",21,278.799,-4,-1.4,-5.4,11.4,2.9,4.1,1.2,0.6,0,4.3,6.8,6.5,0.5,1,0.375,0.6,0,5.3,0.791,0.538,0.446
"Jeremy Burr","Furman","6-2",4,1.734,-4.7,-0.7,-5.4,0,0,12,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
"Konner Baroni","UC Santa Barbara","6-8",1,1.433,-4.6,-0.8,-5.4,80,20,0,0,0,0,0,0,20,1,0,0,0,0,40,1,1.026,1
"Trey Hall","Utah Tech","6-9",15,66.882,-5.6,0.2,-5.4,4.3,2.1,2.6,0.9,1.7,0,0.4,6,1.7,0.25,1.7,0,5.6,0.154,2.6,0.333,0.21,0.19
"Wrenn Robinson","California","6-2",10,23.166,-4.5,-0.9,-5.4,2.9,2.9,0,0,0,0,1.5,4.4,0,0,2.9,0.5,5.9,0,0,0,0.167,0.167
"Quinn Corna","Ohio","6-3",6,13.049,-4.6,-0.8,-5.4,5.5,0,2.7,0,0,0,0,0,8.2,0,2.7,0,0,0,10.9,0.5,0.169,0
"Weston Church","Oklahoma St.","6-3",6,6.516,-4.9,-0.5,-5.4,15,3.8,3.8,0,3.8,0,7.5,0,3.8,0,7.5,1,3.8,0,11.2,0,0.369,0.5
"Keean Lloyd","Denver","6-4",3,3.783,-4.1,-1.3,-5.4,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isaac Bonilla","Maine","-",3,12.001,-5.6,0.2,-5.4,0,0,5.7,0,0,0,0,0,0,0,2.9,0,5.7,0,0,0,0,0
"Don Douglass","Wofford","6-10",1,1.317,-4.4,-1,-5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Landen Babusiak","Stetson","-",2,5.734,-4.1,-1.3,-5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iaroslav Niagu","Charlotte","7-0",12,84.551,-4.6,-0.9,-5.5,9.1,2.2,5.7,2.6,0.4,2.2,6.5,5.7,3.5,0.5,2.2,0.2,1.7,0.5,2.2,1,0.542,0.471
"Evan Johnson","UNC Asheville","5-11",11,74.666,-3.2,-2.3,-5.5,10.1,0,1.7,1.3,0.4,0,1.7,2.9,0.8,0,3.8,0.333,6.7,0.312,1.3,1,0.422,0.389
"Brody Nunn","Seattle U","6-1",3,18.05,-4.8,-0.7,-5.5,9.7,0,0,0,0,0,11.6,9.7,0,0,3.9,0.5,1.9,1,0,0,0.833,0.833
"Brandon Held","Towson","6-3",5,6.317,-5.4,-0.1,-5.5,0,0,5.5,0,0,0,5.5,0,0,0,0,0,10.9,0,0,0,0,0
"Cole LaRue","Kennesaw St.","6-9",8,36.634,-4,-1.5,-5.5,16.5,5.2,3.5,0,0.9,0.9,0.9,7,7,0.625,2.6,0.667,0.9,0,5.2,0.833,0.64,0.583
"Donovan Raymond","Hampton","6-9",6,40.116,-4.8,-0.7,-5.5,5.2,1.5,0.8,1.5,2.2,0.8,0.8,3.8,2.2,0,0,0,0,0,8.2,0.636,0.426,0
"Caleb Carr","Central Ark.","6-9",25,117.316,-4.4,-1.1,-5.5,4.1,1.2,3.8,0,1.5,0.6,0.6,4.1,2.3,0.625,1.2,0,0,0,1.7,0.667,0.471,0.417
"K'mani Doughty","Utah Valley","6-5",29,350.452,-2.8,-2.7,-5.5,12.2,0.7,2.6,1.6,0.8,0.7,3,4.9,2.3,0.348,1.5,0.6,5.1,0.269,5.7,0.81,0.523,0.422
"Ashton Smith","Oral Roberts","6-9",16,99.532,-4.3,-1.2,-5.5,11.3,0.3,6.5,0,0.3,1.4,2.4,6.9,5.5,0.75,0.7,0,0,0,5.1,0.6,0.657,0.667
"Isaiah Range","Alabama St.","6-3",26,794.601,-3.8,-1.7,-5.5,10.8,0.7,2.7,1.1,0.7,0.2,1.6,1.6,1.9,0.364,1.9,0.378,8.8,0.279,0.8,0.632,0.412,0.404
"Kevin-David Rice","Eastern Mich.","6-4",4,47.8,-4.2,-1.3,-5.5,6.8,0.8,3,0.8,0,0,2.2,3.8,1.5,0.5,3,0.5,3.8,0.2,0.8,0,0.392,0.409
"Khali Horton","Coppin St.","6-8",14,199.133,-2.7,-2.8,-5.5,11.5,0.5,2.6,1.2,0.7,0.5,3,4.4,0.9,0.2,1.6,0.444,7.7,0.364,2.4,0.571,0.51,0.5
"Evan Wilson","Akron","6-2",3,4.867,-5.3,-0.2,-5.5,0,0,0,0,0,0,0,5,10,0,5,0,10,0,0,0,0,0
"Kyle Winters","Siena","6-3",22,325.549,-2.3,-3.2,-5.5,7.7,0.4,2,2.4,0.8,0.1,3.6,2.1,0.4,1,3.8,0.412,3.4,0.355,0.3,0.333,0.497,0.5
"Darius Osborne","Alabama A&M","6-8",33,410.685,-5.2,-0.3,-5.5,4.2,1.7,3.7,1.7,1.3,1,2.4,3.3,2.4,0.333,1.1,0.154,2,0.24,1.3,0.562,0.337,0.309
"Hercy Miller","Louisville","6-3",10,41.551,-4.4,-1.1,-5.5,9,0,0.8,2.5,2.5,0,4.9,4.1,0.8,0,2.5,0.333,5.8,0.286,3.3,0.75,0.426,0.364
"Jackson Francois","Missouri","6-5",4,3.217,-4.8,-0.7,-5.5,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0
"Jack Miller","Col. of Charleston","5-11",6,4.084,-4.8,-0.7,-5.5,0,0,7.5,0,0,0,0,22.5,7.5,0,0,0,45,0,0,0,0,0
"Eli Yofan","Miami (OH)","6-2",7,17.533,-4.7,-0.8,-5.5,9.1,1.8,3.6,3.6,3.6,0,3.6,3.6,3.6,0.5,0,0,3.6,0.5,3.6,0,0.505,0.625
"Courtney Brown Jr.","St. Thomas (MN)","6-7",7,16.567,-4.6,-0.9,-5.5,4.3,4.3,0,0,0,2.1,2.1,8.6,0,0,0,0,4.3,0,8.6,0.5,0.256,0
"Mambourou Mara","North Dakota","6-6",11,42.134,-4.6,-0.9,-5.5,9.3,1.4,1.4,2.1,2.1,1.4,2.9,5.7,2.1,0.333,0.7,0,5.7,0.375,1.4,1,0.502,0.458
"Jeremiah Oden","DePaul","6-8",32,896.331,-2.4,-3.1,-5.5,9.5,0.6,3.4,0.8,0.5,0.5,1.5,1.8,3.3,0.494,1.9,0.167,4.5,0.313,1.7,0.814,0.453,0.419
"Koree Cotton","VMI","6-6",10,233.417,-3.7,-1.8,-5.5,16.2,0.6,4.6,2,1.3,0.9,5.2,3.3,6.1,0.524,2.9,0.25,6.7,0.283,3.5,0.792,0.469,0.431
"Isaiah Somers","Weber St.","6-5",1,0.217,-4.8,-0.7,-5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt McCool","Marist","6-8",17,70.999,-5.2,-0.3,-5.5,5,0.5,3,1,1.5,0,1,5.5,1.5,1,0.5,0,1,0.5,3,0.167,0.565,0.75
"Max Pearcy","Lamar University","6-1",10,11.649,-5.1,-0.4,-5.5,17.5,0,10,2.5,0,0,0,2.5,2.5,0,5,0.5,15,0,20,0.625,0.273,0.111
"Nikolas Fotopoulos","Seattle U","6-3",3,5.55,-5.4,-0.1,-5.5,0,6.7,0,0,0,0,20,0,0,0,6.7,0,6.7,0,0,0,0,0
"Luke Cronin","George Washington","6-8",3,3.95,-4.6,-0.9,-5.5,20,0,0,0,0,0,0,0,10,1,10,0,0,0,0,0,0.5,0.5
"Quinn Peters","Monmouth","6-6",9,12.25,-4.6,-0.9,-5.5,17.1,0,2.9,0,0,0,0,0,2.9,0,0,0,5.7,1,0,0,1,1
"Tyler Myers","Evansville","5-10",7,14.734,-5,-0.5,-5.5,16.6,2.1,4.1,2.1,0,0,0,2.1,2.1,0,4.1,0,8.3,0.5,4.1,1,0.503,0.429
"Trevor Roe","Radford","6-8",1,2.283,-4.5,-1,-5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thomas Hattan","Notre Dame","6-2",4,5.05,-5.6,0.1,-5.5,16.4,5.5,5.5,0,0,0,5.5,0,5.5,0,0,0,10.9,0.5,0,0,0.5,0.5
"Quentin Jones","Cal Poly","6-5",31,998.135,-3.9,-1.6,-5.5,10.7,0.6,4.3,1.7,1.5,0.6,2.1,2.6,3,0.453,4.4,0.286,3.2,0.407,2.4,0.662,0.456,0.431
"Sam Hastreiter","North Dakota St.","6-7",9,11.034,-4.4,-1.1,-5.5,5.7,0,0,5.7,0,0,0,2.9,2.9,1,2.9,0,0,0,0,0,0.5,0.5
"Todd Rochelle","Bryant","6-3",10,19.249,-5.3,-0.2,-5.5,6.8,0,1.4,0,2.7,0,1.4,0,1.4,1,2.7,0,8.2,0.167,0,0,0.278,0.278
"Mason Dorsey","Bethune-Cookman","6-5",15,82.034,-4.9,-0.6,-5.5,5.7,2,3.7,2.9,1.6,0.8,3.3,6.1,3.3,0.25,2,0.2,0,0,4.1,0.8,0.394,0.231
"TJ Moss","Cleveland St.","6-4",12,64.532,-5.2,-0.3,-5.5,6.1,0.5,2,2.5,2.5,0.5,3.6,5.1,5.6,0.273,0.5,1,1,0,2.5,0.8,0.366,0.286
"William Kermoury","Northeastern","6-5",24,134.951,-4.4,-1.1,-5.5,7.4,0,1.3,2.1,1.3,0,3.6,3.1,0.5,1,2.8,0.273,5.6,0.227,1,1,0.393,0.357
"Spencer Joyner","Boston U.","6-4",22,175.465,-3.4,-2.1,-5.5,10.4,0.8,2.6,1.4,0.2,0,1.6,2.8,4.7,0.348,0.8,0,4.1,0.35,3.5,0.824,0.463,0.394
"Sam Fagan","Monmouth","6-0",9,20.066,-5.1,-0.4,-5.5,0,0,1.7,3.4,3.4,1.7,1.7,3.4,0,0,5.1,0,3.4,0,0,0,0,0
"Efe Tahmaz","La Salle","6-8",2,1.933,-4.7,-0.8,-5.5,45,0,15,0,0,0,0,0,0,0,0,0,15,1,0,0,1.5,1.5
"Miles Keeffe","Vanderbilt","6-5",2,6.2,-4.9,-0.6,-5.5,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0
"Brian Geatens","Saint Joseph's","6-0",7,15.549,-4.7,-0.9,-5.6,10.3,0,4.1,0,0,0,10.3,6.2,4.1,0.5,0,0,4.1,0.5,0,0,0.625,0.625
"Cooper Smith","Michigan","6-1",10,15.783,-4.5,-1.1,-5.6,15.4,0,5.1,0,3.4,0,5.1,8.6,5.1,1,0,0,5.1,0.333,0,0,0.75,0.75
"Adrian Myers","Mississippi St.","6-6",10,31.516,-4.8,-0.8,-5.6,9.1,0.9,3.6,0,1.8,0,6.4,3.6,0.9,1,0.9,1,8.2,0.222,0,0,0.455,0.455
"Daniel Schreier","NJIT","6-9",16,191.267,-3.8,-1.8,-5.6,7,2.5,3.5,1,0.4,0.4,1.7,6.6,5,0.577,0.8,0.25,0.2,0,1.5,0.5,0.517,0.516
"Jaylen Benard","Longwood","6-2",13,102.949,-4.8,-0.8,-5.6,3.1,0,4.1,0.3,0.7,0.3,1.4,3.4,2.4,0.429,0.3,0,3.1,0.111,0,0,0.265,0.265
"CJ Beaumont","Sam Houston","6-8",13,30.266,-5.1,-0.5,-5.6,8.7,0,6.8,0,0,0,1.9,1.9,1.9,0,0,0,8.7,0.333,0,0,0.409,0.409
"Arnaud Revaz","Weber St.","6-10",17,104.065,-5,-0.6,-5.6,6.6,2.8,3.8,1,0.3,0.7,3.1,5.6,4.5,0.462,1,0,0,0,3.5,0.7,0.458,0.375
"Anthony Maxwell","UMass Lowell","6-1",10,80.45,-5,-0.6,-5.6,1.7,1.7,3,1.3,1.3,0,3.4,2.1,2.6,0.167,1.3,0.333,2.6,0,0,0,0.133,0.133
"Braylen Blue","Saint Francis (PA)","6-5",13,81.199,-4.4,-1.2,-5.6,4.3,0.9,0,1.7,0.9,0.4,1.7,0.4,0,0,0,0,6,0.214,0.9,0.5,0.334,0.321
"Brandon Baffone","Delaware","6-1",3,4.516,-5.2,-0.4,-5.6,0,0,13.3,0,0,0,0,0,0,0,0,0,6.7,0,6.7,0,0,0
"Davon Ware","Canisius","5-10",15,90.319,-4.2,-1.4,-5.6,6,0.4,1.1,1.9,0,0,1.5,4.1,0.8,0,1.1,0.667,7.5,0.2,0,0,0.32,0.32
"David Mager","Pepperdine","6-3",7,10.983,-4.3,-1.3,-5.6,12.5,0,0,7.5,0,2.5,5,2.5,7.5,0.333,2.5,0,5,0.5,0,0,0.417,0.417
"Matt Filipowski","Harvard","7-0",1,3.017,-4.8,-0.8,-5.6,24,12,0,0,0,0,0,0,12,1,0,0,0,0,0,0,1,1
"Giordan Williams","Montana","6-4",29,441.951,-3.8,-1.8,-5.6,9.2,1.2,4.5,1.1,0.5,0.2,1.3,3.5,4.7,0.456,1.3,0.312,4.1,0.26,1.1,0.769,0.43,0.411
"George Perkins","Rice","6-8",3,4.433,-4.7,-0.9,-5.6,0,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kody Williams","Hawaii","6-0",17,133.616,-2.8,-2.8,-5.6,10.2,0,2.6,3.1,0.3,0,4.4,5.5,2.9,0.636,0.5,0.5,2.9,0.455,2.9,0.727,0.667,0.646
"Jac Mani","UC Davis","6-9",5,24.582,-5,-0.6,-5.6,13.3,1.3,1.3,1.3,0,1.3,5.3,4,1.3,1,5.3,0.25,6.7,0.4,0,0,0.5,0.5
"Sam Manu","UC Davis","6-7",15,74.351,-5,-0.6,-5.6,6.5,1.9,4.2,0.5,0.9,0,3.3,7,1.9,1,1.9,0.5,1.4,0,1.9,0.5,0.543,0.545
"Michael Katsock","Davidson","6-6",4,1.849,-5.5,-0.1,-5.6,0,0,0,0,0,0,0,15,15,0,0,0,15,0,0,0,0,0
"Luke Davidson","Fairfield","6-0",9,8.5,-4.4,-1.2,-5.6,6,0,3,3,0,0,0,3,3,0,6,0.5,0,0,0,0,0.333,0.333
"Milos Kovacevic","La Salle","6-9",4,4.15,-4.9,-0.7,-5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tate Ryder","Southern Miss.","6-0",10,15.951,-5.1,-0.5,-5.6,13.3,3.3,3.3,0,1.7,0,1.7,1.7,1.7,1,1.7,0,3.3,1,0,0,1,1
"Pierre Geneste Jr.","Fresno St.","6-11",15,64.683,-5,-0.6,-5.6,3.9,3.3,4.4,0,0,2.8,1.7,6.1,4.4,0.25,0,0,0,0,3.3,0.5,0.323,0.25
"Ryan Marcus","Massachusetts","6-3",8,8.901,-4.8,-0.8,-5.6,0,0,8,0,0,0,4,4,4,0,4,0,8,0,0,0,0,0
"Nikola Milosevic","Little Rock","6-11",11,34.734,-4.7,-0.9,-5.6,6.5,0.9,5.5,0,0,0.9,1.8,7.4,1.8,1,4.6,0,3.7,0.25,0,0,0.318,0.318
"William Reynolds","Grambling","6-4",5,18.534,-4.4,-1.2,-5.6,12,0,2,2,0,0,0,2,2,0,2,0,10,0.4,0,0,0.429,0.429
"Tyre Patterson","Jacksonville St.","6-2",12,8.95,-5.3,-0.3,-5.6,24.7,3.5,10.6,3.5,0,0,3.5,3.5,3.5,0,7.1,1,7.1,0.5,0,0,0.7,0.7
"Tyson Commander","Loyola Maryland","6-4",29,692.465,-2.8,-2.8,-5.6,7.7,0.9,2.7,1.9,0.8,0.3,1.6,1.9,3.5,0.463,1.4,0.259,2.7,0.283,2.1,0.683,0.448,0.412
"Rasheed Baldwin","UNC Asheville","6-5",2,0.9,-4.8,-0.8,-5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Braylon Jackson","UT Martin","6-0",2,1.867,-4.7,-0.9,-5.6,20,0,10,0,0,0,0,0,10,0,10,1,0,0,0,0,0.5,0.5
"Derrick Brown","Sam Houston","6-0",1,0.967,-5.3,-0.3,-5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lukas Platauna","Mercer","6-4",1,3.4,-4.8,-0.8,-5.6,20,0,0,0,0,0,0,0,10,1,0,0,20,0,0,0,0.333,0.333
"Chris Ubochi","Penn","6-10",3,4.55,-4.6,-1.1,-5.7,0,0,13.3,13.3,6.7,0,13.3,26.7,0,0,0,0,0,0,6.7,0,0,0
"Louie Semona","Stonehill","6-8",28,521.252,-3.5,-2.2,-5.7,8.1,1.1,3.7,1.7,1.2,0.3,2.1,1.9,3.2,0.52,1,0.2,5.6,0.23,0.9,0.571,0.397,0.388
"Akrum Ahemed","UNC Greensboro","6-3",22,297.067,-4.7,-1,-5.7,7.2,0.5,4.1,1.7,0.7,0,1.9,3.1,2.8,0.458,2,0.471,3.5,0.2,0.9,0.625,0.408,0.394
"Dom Martinelli","St. Thomas (MN)","6-4",17,90.951,-3.3,-2.4,-5.7,11.4,1.7,2.5,1.3,0.4,0,3,1.3,7.6,0.333,0.4,0,3.4,0.25,3.8,1,0.432,0.333
"Antwan Wilson","UMES","6-5",11,57.266,-5,-0.7,-5.7,9,1.8,4.8,1.2,1.2,1.2,1.2,1.8,0.6,0,1.2,0.5,7.8,0.308,1.2,0.5,0.442,0.438
"Brady Ruggles","Air Force","6-6",10,12.116,-4.8,-0.9,-5.7,6.3,0,3.2,3.2,3.2,0,3.2,0,0,0,0,0,0,0,9.5,0.667,0.702,0
"Bennett Blackerby","San Jose St.","6-0",4,8.7,-4.7,-1,-5.7,9.5,0,0,0,0,0,3.2,3.2,0,0,0,0,3.2,1,0,0,1.5,1.5
"Ja'Derryus Eatmon","Florida A&M","6-9",17,249.05,-3.4,-2.3,-5.7,10.8,2.8,3.4,1.3,0.7,1.8,2.9,5.7,5.9,0.643,3.1,0.227,0,0,3.5,0.52,0.507,0.5
"Carson Sager","Oklahoma St.","6-4",7,5.966,-5.2,-0.5,-5.7,0,3.8,0,0,0,0,3.8,7.5,7.5,0,0,0,7.5,0,7.5,0,0,0
"Amont'e Allen-Johnson","A&M-Corpus Christi","6-1",5,28.25,-5.4,-0.3,-5.7,10,2.2,2.2,1.1,3.3,0,7.8,5.6,1.1,0,2.2,1,4.4,0.25,4.4,0.5,0.506,0.5
"Evan Ashe","Binghamton","6-3",14,166.218,-4.3,-1.4,-5.7,7,1.4,2.7,0.4,1.7,0.2,1,2.7,4.1,0.429,1.5,0.5,4.1,0.143,0.6,0.333,0.35,0.35
"Jaden Grant","FIU","5-11",28,372.816,-4.2,-1.5,-5.7,3.1,1.2,3.4,1.1,1.4,0.1,1,2.4,0.8,0.444,0.5,0.2,2,0.227,1.4,0.6,0.394,0.347
"Adam Shoff","Montana","6-1",8,6.568,-4.6,-1.1,-5.7,0,0,0,0,0,0,0,10.9,0,0,0,0,16.4,0,0,0,0,0
"Cade Haskins","Dartmouth","6-6",8,18.683,-5.1,-0.6,-5.7,13.2,0,2.9,4.4,1.5,0,1.5,0,0,0,0,0,7.3,0.6,0,0,0.9,0.9
"Jay Joseph","La Salle","6-7",4,3.716,-5,-0.7,-5.7,0,0,13.3,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0
"Carlos Fuentes","Denver","6-6",2,3.116,-4.3,-1.4,-5.7,10,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0.5,0.256,0
"Kyle Carlesimo","Colgate","6-2",17,85.149,-5.1,-0.6,-5.7,5.5,0.8,5.5,1.3,0.8,0,1.3,1.7,1.3,0,1.7,0.5,5.9,0.214,0,0,0.31,0.31
"Keynan Davis","The Citadel","6-5",28,711.717,-3.2,-2.5,-5.7,7.2,0.5,1.8,1.1,0.8,0.7,1.4,2.1,2.4,0.667,0.3,0.286,3.5,0.278,1.3,0.667,0.522,0.504
"Javius Moore","Southern Ind.","6-6",20,240.302,-4.2,-1.5,-5.7,8.7,2.3,5.9,0.4,0.3,0.1,1.6,6,2.7,0.579,0.7,0.2,3.4,0.375,2.4,0.588,0.544,0.531
"Evan Montanari","East Carolina","6-2",5,5.75,-5.1,-0.6,-5.7,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
