"Name","Team","Ht","GP","MINS","OPPM","DPPM","PPM","PTS","ORB","DRB","AST","STL","BLK","TOV","PF","RIMA","RIM.","MIDA","MID.","TPA","TP.","FTA","FT.","TS.","eFG."
"Hayden Ledbetter","Southern Utah","5-11",9,46.367,-4.9,-0.8,-5.7,2.1,1.4,3.5,3.5,0,0,1.4,4.2,0.7,0,2.8,0.25,4.2,0,2.8,0.25,0.116,0.091
"Raheem Braiton","Notre Dame","6-0",6,15.133,-5.8,0.1,-5.7,0,2,2,4,0,0,4,6,2,0,6,0,2,0,0,0,0,0
"Cole Lake","Weber St.","5-11",3,2.066,-5,-0.7,-5.7,0,0,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
"John Shannon","Bryant","6-4",8,7.817,-5.4,-0.3,-5.7,7.5,7.5,3.8,0,0,0,0,3.8,3.8,1,0,0,0,0,0,0,1,1
"Kyrese Mullen","Hampton","6-7",23,690.816,-1.6,-4.1,-5.7,16.4,2.7,6.3,1.4,0.7,0.1,2.7,3.3,7,0.586,1.8,0.289,4.8,0.323,4.5,0.538,0.518,0.511
"Lorenzo Washington","Manhattan","6-0",18,49.732,-5.1,-0.6,-5.7,6.6,0,4.2,6,1.2,0,4.2,3,2.4,0.5,3,0.4,1.8,0.333,0,0,0.458,0.458
"David Vidor","Radford","6-8",6,4.334,-4.7,-1,-5.7,12,6,12,0,0,0,0,0,6,1,0,0,0,0,0,0,1,1
"Max Brackmann","Southeastern La.","7-2",15,74.049,-5.4,-0.3,-5.7,1.9,4.3,0.9,0.9,1.4,1.4,2.8,4.3,2.8,0.333,0.9,0,0.9,0,1.4,0,0.175,0.2
"Keyon Webb","UNC Greensboro","6-2",8,6.817,-4.7,-1,-5.7,8.6,0,4.3,0,0,0,8.6,0,4.3,1,4.3,0,4.3,0,0,0,0.333,0.333
"Kolby Gilles","Air Force","6-5",16,85.5,-4.8,-0.9,-5.7,7.7,1.3,3.4,2.1,2.1,0,3.9,6.9,3.9,0.556,0.9,0,1.7,0.25,5.1,0.417,0.435,0.433
"Drew Kania","Brown","6-8",1,1.167,-5.4,-0.3,-5.7,0,0,15,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0
"Elijah Lawrence","Oral Roberts","5-10",4,5.417,-4.9,-0.8,-5.7,10.9,10.9,0,5.5,0,0,0,5.5,5.5,1,0,0,10.9,0,0,0,0.333,0.333
"Jimel Lane","Northwestern St.","6-7",29,574.516,-4,-1.7,-5.7,8.4,1.3,4.4,0.8,1,0.9,2.2,4.2,3.9,0.591,2.1,0.306,2,0.206,2.1,0.6,0.465,0.445
"TJ Porter","Canisius","6-8",17,103.4,-4.4,-1.3,-5.7,6,2,4,1,0,0.7,2,7,1.3,0.5,0.3,0,6,0.222,1.7,0.4,0.355,0.348
"Jordan Atkins","Howard","6-2",4,8,-4.6,-1.1,-5.7,0,0,0,4.3,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0
"Jacob Antchak","Green Bay","6-8",5,16.116,-5,-0.7,-5.7,12.4,4.1,6.2,0,0,0,4.1,4.1,8.3,0.5,0,0,0,0,8.3,0.5,0.508,0.5
"Harrison Black","Austin Peay","5-8",3,2.5,-4.7,-1,-5.7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shaquil Bender","Manhattan","6-2",22,692.616,-2.5,-3.2,-5.7,14.7,0.8,2.3,1.5,1.4,0.2,2.8,2.2,6.3,0.421,3,0.361,5.4,0.339,2.1,0.791,0.466,0.441
"Paxton Payne","Cleveland St.","6-2",2,2.084,-5.1,-0.6,-5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marcel Gardner","UMBC","6-8",4,6.417,-4.6,-1.1,-5.7,16,0,8,0,0,0,0,12,4,1,4,0,0,0,8,1,0.678,0.5
"Tommy Pinegar","Missouri St.","6-2",7,3.783,-5.3,-0.4,-5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marcus Golden","Little Rock","6-0",1,1.883,-4.8,-0.9,-5.7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"O.D. Ogunbo","Delaware","6-8",2,1.8,-5.3,-0.4,-5.7,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0
"VJ Reeves","Tex. A&M-Commerce","6-5",22,307.468,-3.3,-2.4,-5.7,10.9,0.7,3.5,0.6,0.6,0.1,1.8,3.5,1.4,0.583,1.6,0.286,10,0.261,0.8,0.714,0.409,0.399
"Jon Kazor","Georgetown","6-2",1,0.683,-4.5,-1.2,-5.7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timmy Kiggins","Bryant","6-0",8,5.817,-5.7,0,-5.7,10,0,0,0,5,0,0,5,10,0.5,0,0,0,0,0,0,0.5,0.5
"Tyler Bey","Missouri St.","6-8",17,184.067,-5.8,0.1,-5.7,8.4,1.1,5.6,0.6,0.9,1.3,2.6,2.2,3.9,0.429,3,0.438,3.9,0.143,1.5,0.5,0.364,0.353
"Tuukka Jaakkola","Cal Poly","6-10",29,561.315,-4.3,-1.4,-5.7,11.6,2.5,4.2,0.8,0.8,0.9,2.4,4.9,7.2,0.616,1.4,0.238,0,0,4.2,0.492,0.549,0.556
"Zytarious Mortle","Texas Southern","6-2",27,310.616,-3.9,-1.8,-5.7,16.6,1,6.9,1.5,1.4,0.8,3.2,5,4.8,0.533,6.1,0.281,5.7,0.264,5.2,0.667,0.433,0.394
"Bryce cook","Sam Houston","5-9",4,3.533,-5.4,-0.3,-5.7,17.1,0,0,0,0,0,0,17.1,0,0,8.6,1,8.6,0,0,0,0.5,0.5
"Lamont Evans IV","Saint Louis","6-0",3,1.317,-4.5,-1.2,-5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Julian Lewis","Miami (OH)","6-6",1,4.267,-5.2,-0.5,-5.7,0,0,0,0,6.7,0,6.7,0,0,0,0,0,0,0,0,0,0,0
"Symeon Efstathiou","Brown","6-9",1,1.017,-5.3,-0.4,-5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Harry Rouhliadeff","Hawaii","6-9",30,317.769,-4.7,-1.1,-5.8,9.4,1.7,5.6,1,0.2,1.1,3.6,5.6,4,0.676,0.1,1,3.3,0.258,1.4,0.846,0.579,0.551
"Cade Meyer","Northern Ky.","6-8",20,253.316,-3.9,-1.9,-5.8,11,2.1,3.7,0.5,0.4,0.8,2.5,4.3,7.2,0.611,1.7,0.154,0,0,4.5,0.382,0.499,0.522
"Aleksa Lekic","Lamar University","6-10",6,5.049,-5.1,-0.7,-5.8,10.9,0,10.9,0,0,0,0,5.5,5.5,1,0,0,0,0,0,0,1,1
"David Brown III","Loyola Maryland","6-5",30,799.166,-2.7,-3.1,-5.8,6.6,0.8,3.1,1,0.9,0.4,1.6,2.3,1.1,0.68,1.3,0.276,4,0.299,1.1,0.72,0.478,0.454
"Gavin Gilstrap","Idaho St.","6-11",13,55.85,-5.2,-0.6,-5.8,5.1,0.6,5.1,0.6,1.3,1.9,1.9,8.9,3.8,0.5,1.3,0.5,0,0,2.6,0,0.404,0.5
"Anthony Thomas","Northwestern St.","6-7",3,53.9,-4.6,-1.2,-5.8,4.8,0.6,1.8,1.2,2.4,0,4.2,4.2,4.2,0.286,3,0.4,2.4,0,2.4,0,0.223,0.25
"Isaac Spears","Cal Poly","6-4",18,217.667,-4.2,-1.6,-5.8,6.4,0.3,2.7,1,0.8,0,0.7,2.2,1.8,0.273,1.8,0.455,5,0.2,2,0.333,0.329,0.327
"Cache Fields","Utah Valley","6-6",6,10.782,-6,0.2,-5.8,0,0,0,0,3,0,0,6,0,0,0,0,12,0,0,0,0,0
"Daniel Bublil","Sacred Heart","6-0",2,3.05,-5,-0.8,-5.8,20,0,0,20,0,0,0,0,0,0,10,1,0,0,0,0,1,1
"Colin Chambers","Penn","6-0",5,7.167,-4.4,-1.4,-5.8,9.2,0,0,0,0,0,0,4.6,4.6,1,0,0,4.6,0,0,0,0.5,0.5
"John Egbuta","IUPUI","6-6",26,427.715,-2.9,-2.9,-5.8,12.1,1.9,3.4,0.4,0.5,0.7,2,4.8,4.9,0.483,1.1,0.615,2.2,0.37,5.7,0.629,0.555,0.52
"DJ Victory","Central Conn. St.","5-8",3,2.199,-5.2,-0.6,-5.8,20,0,20,20,0,0,0,0,0,0,0,0,0,0,40,0.5,0.526,0
"Donald Ferguson","Coppin St.","6-1",4,49.317,-4.9,-0.9,-5.8,8.2,0.7,2.7,0,0,0.7,0.7,0.7,0.7,0,0,0,6.8,0.4,0,0,0.545,0.545
"Joshua Olaosebikan","Mount St. Mary's","6-1",4,2.534,-5.4,-0.4,-5.8,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"Randi Ovalle","Troy","6-7",15,75.116,-5.4,-0.4,-5.8,4.9,5.3,5.3,1.3,0.4,0.9,4,6.2,4,0.333,2.2,0.4,1.3,0,1.8,0.25,0.291,0.294
"Felipe Palazzo","Oregon St.","6-4",1,0.417,-5.2,-0.6,-5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jake Hsu","Penn","6-0",3,4.55,-4.4,-1.4,-5.8,0,6.7,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0
"Hugh Hargett","North Ala.","5-11",1,1.367,-4.7,-1.1,-5.8,60,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1.5,1.5
"Quinn Nielsen","The Citadel","6-11",12,25.316,-4.6,-1.2,-5.8,5.5,5.5,2.7,0,1.4,1.4,2.7,1.4,2.7,1,0,0,0,0,0,0,1,1
"Ra'Sean Frederick","Stony Brook","6-5",13,43.231,-5.1,-0.7,-5.8,6.5,0,7.2,1.4,1.4,0,5.1,2.9,2.2,0.667,3.6,0.2,1.4,0,2.9,0.75,0.378,0.3
"Logan Carey","Maine","-",18,92.967,-4.7,-1.1,-5.8,8,2.3,2.3,1.5,0.4,0,1.9,4.2,4.9,0.385,1.1,0.667,2.7,0.286,1.9,0.2,0.414,0.435
"Jalen Thomas","Tarleton St.","6-0",5,24.251,-5.2,-0.6,-5.8,2.9,0,1.5,2.9,2.9,0,7.3,8.8,5.9,0,4.4,0.333,0,0,0,0,0.143,0.143
"Maddox Monson","Long Beach St.","6-2",10,13.25,-5.2,-0.6,-5.8,3.6,0,1.8,1.8,1.8,0,0,1.8,1.8,1,0,0,3.6,0,3.6,0,0.253,0.333
"Miles Stewart","Howard","6-7",22,104.283,-4.3,-1.5,-5.8,6.2,1.6,5.9,0,1.3,1.3,2.3,3.6,3.3,0.5,2,0.667,0.7,0,1,0.333,0.489,0.5
"Sekou Kalle","Evansville","6-10",18,119.217,-4.9,-0.9,-5.8,7.7,1.4,4.5,1.1,0.3,1.4,2.6,7.7,5.1,0.667,1.1,0.25,0,0,2,0.143,0.533,0.591
"Kaleb Jenkins","New Orleans","5-10",20,135.335,-5.1,-0.7,-5.8,7,0.7,1.2,2.3,2.8,0.7,2.1,7.4,1.4,0.167,1.6,0.429,4.4,0.263,2.6,0.636,0.403,0.359
"James Bodily","Idaho St.","6-3",5,5.483,-4.8,-1,-5.8,32.7,0,0,0,0,0,0,10.9,0,0,0,0,10.9,1,0,0,1.5,1.5
"Luke Paragon","Brown","6-4",1,1.167,-5.4,-0.4,-5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nic Anthony","Rider","6-3",3,6.25,-5.1,-0.7,-5.8,25.7,0,0,0,0,0,0,4.3,4.3,1,0,0,21.4,0.2,4.3,1,0.463,0.417
"Khoi Thurmon","Purdue Fort Wayne","6-1",9,18.517,-4.9,-0.9,-5.8,13.7,0,8.6,1.7,1.7,1.7,6.9,3.4,12,0.571,0,0,0,0,1.7,0,0.535,0.571
"Reginald Reynolds","Mississippi Val.","6-5",31,555.402,-3.1,-2.7,-5.8,8.4,0.8,3.4,1.9,0.8,0.4,1.7,4.8,1.8,0.643,1.6,0.25,5.2,0.266,2,0.548,0.439,0.424
"Nicholas Margetson","Quinnipiac","6-1",7,13.6,-5.1,-0.7,-5.8,4.6,0,0,2.3,0,0,4.6,4.6,6.9,0,2.3,0,0,0,9.2,0.5,0.169,0
"Paul Jordan","Pepperdine","6-6",7,11.266,-4.5,-1.3,-5.8,10,0,10,0,0,0,2.5,5,2.5,1,0,0,2.5,0,10,0.5,0.513,0.5
"Ryan McPartlan","Fairfield","6-4",8,4.818,-4.7,-1.1,-5.8,32.7,5.5,0,0,10.9,0,10.9,0,21.8,0.5,5.5,1,0,0,10.9,0,0.504,0.6
"JJ Chaikovsky","NJIT","6-7",8,18.333,-4.7,-1.1,-5.8,3.9,3.9,1.9,3.9,0,7.7,0,3.9,0,0,1.9,1,3.9,0,0,0,0.333,0.333
"Amir Arrington","George Washington","5-10",4,4.75,-5,-0.9,-5.9,0,0,0,0,7.5,0,7.5,7.5,0,0,0,0,0,0,0,0,0,0
"Elijah Williams","Howard","6-6",17,100.184,-3.9,-2,-5.9,9,1.4,4.1,0.7,0.7,1,2.4,6.9,5.5,0.625,0.7,0.5,0.7,0.5,1,0.333,0.607,0.625
"C.J. Ford","Northern Ariz.","6-1",31,399.6,-3.9,-2,-5.9,5.6,0.4,1.7,2.7,0.9,0.3,1.5,4.3,1.7,0.316,1.9,0.273,2.5,0.31,1.9,0.591,0.398,0.364
"David Pickles","UC Santa Barbara","6-10",2,1.433,-5.1,-0.8,-5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cooper Dewitt","IUPUI","6-6",22,238.068,-4.8,-1.1,-5.9,2.6,0.4,2.3,0.7,1.4,0.1,0.7,3.2,0.6,0.25,0.9,0.5,3,0.143,0.3,0.5,0.282,0.274
"Greg Spate","Chicago St.","6-7",15,74.418,-4.7,-1.2,-5.9,3.7,0.5,1.8,0.9,0,0,0,3.2,0,0,0.9,0,6,0.154,1.8,0.5,0.237,0.2
"DeAnthony Tipler Jr.","UTRGV","5-10",5,108.417,-4.1,-1.8,-5.9,9.8,0.3,1.2,1.2,1.7,0.6,2.9,1.2,4,0.357,0.9,0.333,5.5,0.263,2.6,0.778,0.422,0.375
"Aaron Harden","A&M-Corpus Christi","6-7",4,9.45,-5.7,-0.2,-5.9,6.3,3.2,3.2,0,0,3.2,0,6.3,3.2,1,6.3,0,3.2,0,0,0,0.25,0.25
"Darrius Clark","Mississippi Val.","6-5",23,186.3,-4.7,-1.2,-5.9,7.2,2.1,3.1,0.2,1.9,0.4,2.9,4.5,2.5,0.846,0.8,0.25,1,0.2,3.9,0.5,0.587,0.614
"Adrian Uchidiuno","Brown","6-2",5,3.317,-5.4,-0.5,-5.9,26.7,6.7,0,0,0,0,6.7,20,6.7,1,13.3,0.5,0,0,0,0,0.667,0.667
"Bennett Kwiecinski","St. Thomas (MN)","6-9",7,14.783,-4.8,-1.1,-5.9,4.6,2.3,2.3,2.3,0,0,4.6,4.6,6.9,0,0,0,0,0,9.2,0.5,0.204,0
"Nicolo Romanelli","Columbia","6-2",17,70.8,-4.1,-1.8,-5.9,6.2,1.9,2.9,1.9,0.5,0,2.4,3.4,2.4,0.2,1.4,0.333,3.8,0.375,0,0,0.406,0.406
"Hunter Castleberry","Radford","6-3",8,5.334,-4.8,-1.1,-5.9,0,0,0,5.5,0,0,0,0,0,0,5.5,0,5.5,0,0,0,0,0
"Jasteven Walker","Alabama St.","6-10",28,315.252,-4.4,-1.5,-5.9,8.8,1.7,3.8,0.6,0.6,1.5,1.5,3.9,2.9,0.75,2.4,0.174,3.8,0.278,1.1,0.4,0.458,0.46
"David Ware","Lindenwood","6-5",4,46.934,-4.8,-1.1,-5.9,2.8,3.5,6.4,0.7,1.4,0,1.4,2.1,0,0,2.1,0,2.1,0,2.8,1,0.253,0
"Kanon Gipson","Missouri St.","6-3",7,1.95,-5.5,-0.4,-5.9,0,0,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0
"Henry Hartwell","UC Santa Barbara","6-5",3,3.9,-4.9,-1,-5.9,22.5,0,0,0,0,0,7.5,7.5,0,0,0,0,7.5,1,0,0,1.5,1.5
"Tre Wood","George Mason","6-1",21,145.05,-3.3,-2.6,-5.9,10.5,0.3,3,2.5,0.8,0,3.5,3.3,3.5,0.429,3.8,0.533,2.8,0.273,2.5,0.5,0.469,0.462
"Robbie Stankard","Columbia","6-9",7,24.784,-5.2,-0.7,-5.9,0,0,4.6,1.2,1.2,0,0,3.5,1.2,0,0,0,5.8,0,0,0,0,0
"Markeith Browning II","Milwaukee","6-4",9,274.383,-2.2,-3.7,-5.9,11.3,1.3,2.7,2.2,1,0.6,3.6,2.6,4.9,0.553,0.9,0.571,3.7,0.276,2.7,0.667,0.524,0.5
"Ty Blake","Illinois St.","6-4",1,0.667,-5.6,-0.3,-5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Williams","Arizona St.","5-10",6,2.15,-5.8,-0.1,-5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saliou Seye","UTRGV","7-0",25,421.516,-5,-0.9,-5.9,6.3,2.3,4.4,0.9,0.9,0.9,2.3,6.4,4.1,0.462,0.7,0.333,0.4,0.2,3.3,0.548,0.465,0.432
"Matt Davis","Georgia St.","6-7",1,1,-4.9,-1,-5.9,60,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,1,1
"Taylor Blanchard","Nicholls","6-5",5,4.649,-4.9,-1,-5.9,36,0,0,0,0,0,0,6,0,0,6,0,18,0.667,0,0,0.75,0.75
"Ty Mosley","Middle Tenn.","6-6",18,216.017,-5.4,-0.5,-5.9,4,1.2,2.3,1.8,1,0.3,2,3.6,1.6,0.5,1,0.167,2.8,0.176,0.7,0.75,0.344,0.318
"Zahree Harrison","Coppin St.","6-0",7,171.149,-4.5,-1.4,-5.9,7.8,0.2,2.2,1.6,2.2,0.2,3.6,2,2.7,0.417,1.8,0.375,1.8,0.125,5.1,0.696,0.45,0.339
"Sam Klores","Brown","6-1",5,13.067,-5.3,-0.6,-5.9,0,2.4,2.4,2.4,0,0,7.2,4.8,0,0,0,0,2.4,0,0,0,0,0
"Xavier Glenn","A&M-Corpus Christi","6-4",2,3.85,-5.6,-0.3,-5.9,30,7.5,0,0,0,0,0,0,15,0.5,22.5,0.333,0,0,0,0,0.4,0.4
"Festus Ndumanya","Southern U.","6-7",4,36.533,-5.4,-0.5,-5.9,1.6,2.5,4.1,0.8,0,0.8,1.6,4.9,5.8,0.143,2.5,0,0,0,0,0,0.1,0.1
"Elvis Nnaji","Grambling","6-7",1,5.783,-5.2,-0.7,-5.9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"Chip Brunt","UC Riverside","6-4",1,5.15,-4.9,-1,-5.9,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0
"Kevon Wiggins","Morgan St.","6-3",3,29.666,-4.6,-1.3,-5.9,4.5,0,1.1,3.4,2.3,0,3.4,1.1,1.1,0,3.4,0,1.1,1,2.3,0.5,0.336,0.3
"Jake Pike","Lehigh","6-8",4,5.85,-5.1,-0.8,-5.9,27.3,5.5,0,0,0,5.5,0,0,0,0,5.5,1,10.9,0.5,0,0,0.833,0.833
"Earnest Ofremu","Mercer","6-5",1,1.883,-5.1,-0.8,-5.9,40,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,1,1
"AK Fihla","Temple","6-2",1,0.883,-5.5,-0.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deandre Smart","Elon","6-6",29,317.371,-3.4,-2.6,-6,7.9,2.2,3.7,1.2,0.6,0.7,2.9,5.9,5.1,0.587,0.3,0,0.3,0.667,1.8,0.688,0.596,0.577
"Aladji Gassama","Pepperdine","6-9",19,183.184,-5.2,-0.8,-6,3.5,3.1,2.6,0.7,0.4,0.5,1.8,6.2,3.7,0.3,0.5,0.333,0,0,1.8,0.5,0.342,0.304
"Christian Rich","Harvard","6-3",12,20.368,-5.7,-0.3,-6,9.7,0,6.5,0,3.2,0,0,6.5,3.2,0.5,1.6,1,8.1,0,6.5,0.5,0.303,0.25
"Braylon Jackson","Evansville","6-5",6,17.267,-5.4,-0.6,-6,5.5,0,3.6,3.6,1.8,0,1.8,3.6,1.8,0,7.3,0,7.3,0.25,0,0,0.167,0.167
"Ben Krystkowiak","Robert Morris","6-4",9,42.633,-4.3,-1.7,-6,10.8,0,1.4,1.4,0,0,1.4,5.1,1.4,0,0.7,1,9.4,0.308,1.4,0.5,0.442,0.438
"Carter Ash","Montana St.","6-0",5,4.767,-5.2,-0.8,-6,10.9,0,5.5,5.5,0,0,0,0,0,0,5.5,1,5.5,0,0,0,0.5,0.5
"Aaron Oh","Georgia St.","6-0",1,1,-5.1,-0.9,-6,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"Dorian Booker","New Orleans","6-11",13,45.435,-4.7,-1.3,-6,12.4,6.5,3.9,0.7,0.7,1.3,0.7,3.9,10.4,0.375,2.6,0.5,0,0,3.3,0.6,0.425,0.4
"Isaiah Gross","Coppin St.","6-4",13,172.483,-5.7,-0.3,-6,5.9,1.1,1.9,1.5,1.9,0.4,1.7,8.4,1.3,0.333,0.8,0.5,5.9,0.214,1.1,0.4,0.347,0.342
"Connor Gal","Temple","6-4",4,3.05,-5.5,-0.5,-6,0,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gavin Marrs","Oregon St.","7-0",17,77.433,-5.3,-0.7,-6,4.1,2.3,5,0,0.9,1.8,3.2,5,2.7,0.333,1.4,0.333,0,0,2.3,0.6,0.396,0.333
"Davide Poser","New Hampshire","6-4",25,181.683,-4.6,-1.4,-6,2.9,0.7,2.7,2,0.7,0.2,2,3.1,0.4,0.5,0.2,1,4.7,0.115,0.7,0.75,0.259,0.224
"Coleson Messer","Vanderbilt","6-4",2,0.6,-5.3,-0.7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cole Andrews-Heitz","Rice","6-1",1,0.95,-5,-1,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jarvis Moss","Davidson","6-4",15,84.534,-4.7,-1.3,-6,4.9,0,2.2,0,0,0,0.4,1.3,1.3,0.667,0.9,0.5,8.5,0.053,0.9,1,0.22,0.188
"Cole Sherman","Northern Ky.","5-11",7,6.6,-5.1,-0.9,-6,20,0,4,0,0,0,0,0,0,0,4,0,4,1,8,1,0.847,0.75
"Gestin Liberis","Saint Francis (PA)","6-9",21,321.716,-3.9,-2.1,-6,12.9,2.5,5.5,0.7,0.7,1.1,2.8,3.9,6.4,0.544,4.3,0.368,0,0,4.3,0.658,0.509,0.474
"Jayden Doyle","Monmouth","6-5",22,119.549,-5.3,-0.7,-6,4.1,1.8,3.2,0.9,2.1,0.6,1.2,4.4,2.9,0.4,1.5,0,2.1,0.286,0.9,0,0.299,0.318
"Max Sims","Binghamton","6-5",5,11.65,-5,-1,-6,7.8,0,5.2,0,0,0,0,0,2.6,1,2.6,0,2.6,0,2.6,1,0.432,0.333
"Miles Hall","Florida A&M","6-3",13,72.385,-5.1,-0.9,-6,4.7,0.4,2.2,1.3,1.3,0,1.3,3,3,0.429,2.2,0.2,0,0,1.7,0.75,0.396,0.333
"Nathan Johnson Jr.","Lindenwood","6-3",28,391.568,-3.3,-2.7,-6,10,1.8,3.8,1,0.9,0.6,2.4,4.3,3.5,0.615,2.7,0.2,3.3,0.216,3.2,0.778,0.455,0.396
"Hampton Dauparas","Miami (OH)","6-5",5,5.283,-5.5,-0.5,-6,5,0,10,0,5,0,0,5,0,0,0,0,0,0,10,0.5,0.526,0
"Taveion White","Binghamton","6-8",5,46.383,-4.9,-1.1,-6,3,1.5,3,1.5,0,0,6.1,6.1,1.5,1,1.5,0,0,0,0,0,0.5,0.5
"Mike Bednostin","Lafayette","6-11",10,28.234,-5.3,-0.7,-6,18.5,5.8,3.5,2.3,0,0,2.3,6.9,9.2,0.625,5.8,0.2,0,0,4.6,1,0.537,0.462
"Rowan Irelan","The Citadel","5-3",2,1.684,-5.2,-0.8,-6,60,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,1.5,1.5
"Jackson Huxtable","Stetson","6-6",2,1.283,-4.7,-1.3,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shaedon Simpson","Central Mich.","6-6",9,88.168,-4.3,-1.7,-6,6.8,1.1,2.6,0.4,0.4,0.4,1.1,3.4,1.5,0.5,0.4,1,6,0.188,2.6,0.429,0.37,0.357
"Max Sheldon","UC Santa Barbara","5-11",2,1.433,-5.2,-0.8,-6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"Rohan Chappali","Iona","5-10",1,0.7,-5.4,-0.6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luke Ladner","Southern Miss.","6-3",3,4.3,-5.6,-0.4,-6,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0
"Deuce Roberts","Temple","6-6",5,8.184,-5.3,-0.8,-6.1,10.6,7.1,3.5,0,0,0,10.6,3.5,3.5,1,0,0,0,0,7.1,0.5,0.769,1
"Jackson Benigni","Stonehill","6-1",21,572.333,-2.4,-3.7,-6.1,13.2,0.2,3,1.3,1.6,0,2.4,1.9,5.6,0.511,0.8,0.231,5.8,0.316,2.2,0.722,0.497,0.475
"Alex Daniels","American","6-3",2,2.033,-5,-1.1,-6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Connor Sevilla","UC Davis","6-0",20,110.518,-4.2,-1.9,-6.1,8.7,0.6,1.2,1.2,0.3,0,2.4,4.2,1.5,0.6,1.2,1,3.6,0.25,1.8,1,0.608,0.548
"Aidan McCool","Louisville","6-3",12,13.335,-5.3,-0.8,-6.1,4.6,0,2.3,0,0,0,0,4.6,0,0,0,0,0,0,4.6,1,1.053,0
"Daylan Hamilton","IUPUI","6-3",5,38.55,-5.1,-1,-6.1,8.2,0.9,3.6,1.8,2.7,0,1.8,3.6,4.5,0.6,2.7,0,3.6,0,3.6,0.75,0.324,0.25
"Bobby Hurley","Arizona St.","6-0",9,17.199,-5.7,-0.4,-6.1,0,3.8,5.6,1.9,0,0,1.9,9.4,0,0,0,0,0,0,0,0,0,0
"Adeola Seun","SIUE","6-9",9,31.467,-6.3,0.2,-6.1,5.3,4.2,6.3,0,2.1,5.3,4.2,7.4,7.4,0.286,0,0,0,0,2.1,0.5,0.314,0.286
"Jaylon McDaniel","Lindenwood","6-7",27,545.183,-3.4,-2.7,-6.1,12,1.7,2.8,0.6,0.9,1.1,2.6,4.2,6.7,0.608,2.2,0.273,0,0,4.4,0.606,0.547,0.526
"Corey Chesley","VMI","6-5",27,499.752,-3.8,-2.3,-6.1,5.9,1.1,2.4,0.6,0.5,0.1,1.4,1.8,2.5,0.436,1.5,0.348,2.3,0.194,2.3,0.583,0.4,0.362
"David Simon","San Diego","6-11",4,25.6,-4.9,-1.2,-6.1,15.3,1.3,6.4,1.3,1.3,1.3,5.1,12.8,7.7,0.667,2.6,0,3.8,0.333,3.8,0.333,0.483,0.5
"Billy Smith","Bellarmine","6-7",28,521.621,-1.9,-4.2,-6.1,10.3,0.3,2.1,1.5,0.8,0.3,1.3,2.2,2.8,0.439,2,0.31,5.4,0.367,0.8,0.909,0.49,0.473
"Josiah Sabino","Jacksonville","6-4",16,111.267,-4.6,-1.5,-6.1,6.3,1.2,6.9,1.2,1.4,0.3,2.6,3.5,3.2,0.455,2.3,0.125,1.2,0.5,2.6,0.444,0.403,0.391
